tweet,label
"مهما بلغت لحاجة وخلقنة غوتشي الا انها مازالت اشيائها انيقة 
",positive
"RT @michellewilliams: #مصر وشعبها يسكنون في قلوبنا❤️ لكن المدعو ""سيسي"" كان يحتاج لدرس عربي لمعاني الوفاء وحفظ المعروف وهو الدرس الاول له!#إيقا…
",negative
"@pguerrero دعم دول الخليج للجيش في مصر ضمانه للحفاظ على مصر لكن في سوريا اقليه علويه تذبح بالسوريين السنه  قبل ان يحملو السلاح
",negative
"RT @richard91: تطبيق Duo سيحتل مكان Hangouts في حزمة تطبيقات #جوجل
",positive
"حركات بيونسيه http://t.co/fIbACMhoEy
",positive
"أردوغان بسياسته الغبيه بات يسقط كورق الدومينو.... #العبادي_يمثل_العراق
",negative
"RT @robin15: ⚽✅ #RMCityقد بدأ التدريب!#ريال_مدريد #هلا_مدريد http://t.co/pTsqDPagnW
",positive
"@ashleysalazar  لا يحق لعاهر متلك ان يذكر اسم حلب انا ابن حلب ومن قلب حلب بقلك  القافلة تسير والكلاب امثالك تعوي
",negative
"RT @johnsonjessica: #العبادي_يمثل_العراقنحن ننتقد #العبادي لكن لن نتخلى عنه عندما يكون الدفاع عن الوطن.انا معك يا ابو يسر ضد قردوغان .#العر…
",positive
"لَبّس الحب بيونسيه أكثر من مرة وهذا من أسباب حبي له أيضا. http://t.co/5MEOGFqNbo
",positive
"RT @coopergregory: قناة TRT العربية/ #أردوغان: لا يمكن أن نقسم الإرهابيين إلى إرهابي جيد وإرهابي آخر غير جيد، هذ - عبر نبض @coopergregory http://t.co/D2SiBA14C3
",negative
"@vfox تطبيق لتحويل الاندرويد بالكامل الى جهاز كمبيوتر لتحكم مثل ويندوز ولينكسhttp://t.co/8xqkSeadQh http://t.co/8xqkSeadQh
",positive
"@stoutmelissa هذا بيرفكت تقريباسريع رامات كبار شاشة كبيرة ويندوز 10بس في موصفات زي مثلا شاشة لمس و منافذ USB و HDMI لازم تحطينها فالحسبتن
",neutral
"RT @annamcbride: الاخوان زعلانين من تصويت مصر للقرار الروسى فى نفس الوقت اللى اميرهم ونبيهم اردوغان قاعد تحت رجل بوتين اليوم فى انقرة #ايقا…
",negative
"@carloshayes @carloshayes @carloshayes النظام الصحي الأمريكي يحرم أكثر من 13 مليون أمريكي من العلاج http://t.co/xtcPfbYhSW
",negative
"RT @ygibson: الحمد الله وبعد مشوار طويل عن بحث #بوكيمون جارى التحميل 💪💪
",positive
"RT @joshuataylor: عاجل: مصر تصوت لصالح المشروع الروسي بشأن سورية إلى جانب الصين وروسيا  http://t.co/hzFqXeJ7WQ http://t.co/hzFqXeJ7WQ
",positive
"شفت سلسلة افلام هارى بوتر كلها ف يوم واحد وهشوفها تانى انهاردا#عااااااااش
",positive
"#الدوري_الاسباني بالفيديو : نيمار يتسبب في احراج صحفيي برشلونة http://t.co/ihwscPl43B #برشلونة #ريال_مدريد
",negative
"RT @hevans: هاتريك ميسي ذو ال١٩ عام في مرمى ريال مدريد  http://t.co/IvnrhtyaiJ
",positive
"#سوريا لم يعد احد بمحور الممانعه كله يتكلم عن اسرائيل صار هم و اعهتمام المحور كله هو آل سعود ، سبحوا بحمد ايران و نفط ايران  يا قوم ..
",negative
"تدريب موظفي الحكومة الاتحادية على استشراف المستقبلhttp://t.co/rz7ORQUj4k #ريال_مدريد #برشلونة
",neutral
"“كيت بلانشيت” أول من ترتدي “غوتشي” 2017http://t.co/Bo78urTS2K
",neutral
"جديد “غوغل”.. جزيئات “نانو” لتشخيص أمراض السرطان http://t.co/bI2jvsfZ1J
",positive
"بمناسبة إنّي مروحة قريبًا،مافيش حدّ يعرف وين يبيعو في رداء التخفّي متاع هاري بوتر،نبي نلبسه أول يومين فالكلية باش مايضيعش الوقت فالسّلام :/
",positive
"“بلاي ستيشن4” يدعم اللعب باستخدام كمبيوتر ويندوز…http://t.co/6GrgXLQ3bD #ريال_مدريد #برشلونة
",positive
"RT @charles25: @charles25 مثلما ادخلت الارهاب الى سورية ودعمتهم بالمال والسلاح .لتشرعن تدخلها بسورية بحجة محاربة الارهاب وطائراتها تقصف الج…
",negative
"RT @hannahnichols: هل يعلم #اردوغان ان العراق امضى اخر 36 عاما في قتال الكرة الارضية بكل دولها ومسمياتها وان ابناء العراق اعتادوا على رائحة البارود…
",negative
"على وقع حمى الانتخابات الأميركية ويكليكس تكشف عن دور هيلاري كلنتون ودعمها للإرهاب تقرير : قسم الأخبارقراءة :... http://t.co/fuNKzCI3Jv
",negative
"RT @qpalmer: #تحذيرات_رعاه_الارهابمصر بخير يا شوية خرفان يا بتوع👈ماااسريا بتوع 11/11كشفناكماسمها👈 #مصر الكنانة محفوظه من #رب_العالم…
",neutral
"ضبط 98 طن سكر فى مخزن يمتلكه 'سورى' بقصد الاحتكار فى العاشر من رمضان http://t.co/5SvuNLUFjl
",positive
"RT @fmartin: ٢-من الذي دخل مع السيد الأمريكي القادم على الدبابة إلى العراق في طائفة عمهم بريمرثم الآن بحسب شيخهم القديم يعدون أحذية…
",negative
"برشلونة يسعى لصفقتينن نار ياحبيبيبى نار! http://t.co/4JiRIoevbc http://t.co/4JiRIoevbc
",neutral
"ICQ على أندرويد يحصل على ميزة ردود الأفعال في القصص http://t.co/tgTy1fYhN3 http://t.co/tgTy1fYhN3
",positive
"واحد من ابطال هارى بوتر جاى فى فلاش
",positive
"RT @ycummings: الأسطورة روناددو سجل 44 هدف مع المنتخب منذ إنضمامه الى ريال مدريد http://t.co/ftLV7z3Wu1
",positive
"RT @anthonywhite: صحفية اسرائيلية للسيسى: تبيعلنا سينا بكام يا سيسىhttp://t.co/2Ua8bMwsZO
",negative
"في زمنالآيفونالأنترنتبرشلونةديورهاري بوترديزنيبوينغماكدونالد نحن لسنا أمتداداً لأحدبل أمتداداً لرغباتنا وحاجاتنابالحضارة الكونية
",positive
"RT @josephgamble: الفنانة ""ميريديث"" تُزين جدران بيتها بكتابة أول صفحة من رواية هاري بوتر. http://t.co/28JONzqwsL
",positive
"الاغنية اللي سوالها كفر جستن بيبر وهي سبب نجاحه بعد الله سبحانه  احترام لملكات البوب http://t.co/LFhMqgJP31
",positive
"ترامب في وضع حرج ويتمسّك بالبقاء في سباق الرئاسة: عاش المرشح الجمهوري إلى البيت الأبيض دونالد ترامب يومين صعب... http://t.co/qlaW6YTC9b
",negative
"RT @beth64: 👦: حبيبتي كلمي اهلك انا خلاص جاييكم بالباب عديل👧 : واخييرا حبيبي جايي تخطبني👦 : لالا بس في بيتكم في بوكيمون جاي اخدو#الا…
",positive
"RT @hhill: قالها جستن بيبر 😪احبكـ يا نظـر عيني غنااتي و احب الارض لي تمشـي عليـها 🎶
",positive
"ميزة في هاتف #غوغل تكشف ""ابتزاز #أبل"" - للتفاصيل اضغط الرابط http://t.co/RzIjm8052h #الوطن_العربى http://t.co/RzIjm8052h
",neutral
"كاني ويست، دريك، نيكي، بيونسيه، قاقا http://t.co/5VHqEPdGcl
",neutral
"@ppalmer @ppalmer دى مشكله عموما ف ويندوز 10 كله غيرى النسخه وخليها 8 احسن
",negative
"RT @claytonburns: سعد رمضان زفّ عريساً في مسقط رأسهhttp://t.co/RAFV4nEUwH http://t.co/RAFV4nEUwH
",positive
"RT @kevin66: اللهم تقبل منا صيامنا وخالص دعائنا وأجعلنا من عبادك الصالحين .#اليوم_الثلاثاء #يوم_عاشوراء #العراق http://t.co/CbQhDix9Ga
",positive
"RT @leslie58: #جمعتنا#POP_ART- تدريس ألبومات #بيونسيه في الجامعات.- بعد ٦ سنوات #راشد_الفارس يرجع للجمهور.- اتهام #ليوناردو_دي_كابريو ب…
",positive
"هاري بوتر و كأس الخمر
",neutral
"@ojohnson @ojohnson ابشر بالعوض ولَك جوالي ايفون ٧
",positive
"RT @stevenedwards: الفشل الأممي في وقف الارهاب السعودي سيؤدي لدعم وإنتشارالإرهاب وسيدفع ثمنه الغرب بأسره!
",negative
"RT @chad90: http://t.co/uz9G0X5dRw الفلبين يشتم باراك أوباما#الإمارات_بعيون_عربية http://t.co/uz9G0X5dRw
",negative
"RT @carrielee: جوجل لا تطلب شهادات، للتوظيفhttp://t.co/lfFua6ivDp http://t.co/lfFua6ivDp
",positive
"RT @gglenn: @gglenn @gglenn يدفعون مليارات لتدمير اقتصاد #مصروايضا يدفعون مليارات لتمويل وتدربب الارهاب ويصدره لنا لعن…
",negative
"RT @johnpaul: بدأ الاٍرهاب من عام1952عندما اخترع النظام العسكري المصري المجموعات التكفيرية لترهيب الشعب فانبثقت القاعدة واخواتها #مصر_تصو…
",negative
"RT @garciarichard: تصريح روبيرت دينيرو عن رأيه في دونالد ترامب.... http://t.co/KNXGgxyj2k
",neutral
"RT @steelejohn: من غرائب الشرق الأوسط .. يؤيدون مصر في محاربة الإرهاب في سيناء ويعترضون على محاربتها للإرهاب في سوريا .. وعندك واخد خشري…
",negative
"@qesparza اللي اعرفه يقدر فيدرر على نادال
",neutral
"تطبيق إسلامي رائع حمله أكثر من 10 مليون مسلم !للتحميل #آندرويد:http://t.co/mWtybH4nPz #آيفون:http://t.co/mWtybH4nPz
",positive
"RT @ubrown: @ubrown تفصيل الخبر لمن يريدالإستزادة والإطلاع 10دورسينما ف مصرستعرض فيلماعن بطولات قاسم سليماني ف العراق وسوريامن إنتا…
",neutral
"@pwalker @pwalker والله محد ورع الا انت امريكا هي من جاب الاخوان يحكمون مصر وارجع لمذكرات هيلاري كلنتون وشوف ايش قالت يا حمار
",negative
"النائب أبل يسأل الوزير العبيدي عن الملاحق الصحية بالخارج http://t.co/aGjUM2SZ8b
",neutral
"@hamiltondaniel رمضان كريم ان شاء الله
",positive
"فيدرر روديك ويمبلي ٢٠٠٩ #افضل_مباراة_تنس_شاهدتها
",positive
"RT @rhondabrooks: #المرصد_الايراني#اقتصاد | هجر 40 ألف قرية في إيران يهدد الأمن الغذائي المحلي""ترجمة خاصة""http://t.co/W3mXJ8OpH4
",negative
"RT @idavis: خليفتنا #أردوغان رضى الله عنه ينام على الهواء خلال كلمة بوتين فى مؤتمر مشترك بإسطنبول وخبيريؤكد ان فخامته مرهق من شدة العمل…
",negative
"اخبار عربية - الحرب في اليمن : صالح يدعو اليمنيين إلى مهاجمة السعودية http://t.co/CadJyxjWRX
",negative
"RT @judith91: ميزة من "" #غوغل"" لن تتوفّر في الأندرويد #تكنولوجيا - http://t.co/YDwWr7yE1a http://t.co/YDwWr7yE1a
",positive
"@handerson لو أراد أن يعرف غير المسلمين ماهو الإسلام ؟! فسوف يعلمون ماهو من قرائته لتحيته "" السلام عليكم"" وسيعلمون بأنه لم يكن دين عنف أبداً
",positive
"RT @jasonrodriguez: ""مارأيتهﷺيتحرى صيام يوم فضّله على غيره إلاهذااليوم يوم #عاشورا وهذاالشهر يعني شهر رمضان""ابن عباسيتحرى:أي يقصد صومه لتحصيل…
",positive
"السعودية تعترض صاروخين للحوثيين وترسل تعزيزات: أعلنت قوات التحالف العربي اعتراضها صاروخي... http://t.co/HgfdWZhlUN #عاجل_الصحف
",positive
"RT @jonathanpacheco: مهما كابر البعض .. الارجنتين بحاجه ماسه الى هذا الرجل !من دونه نتائج سيئه جدًا .. الارجنتين من دون ميسي لاشيء .. http://t.co/tmO3ZyMnzu
",neutral
"RT @catherineparks: عاوز اتصل بالسفارات اسألهم انزل بقى من البيت ولا لسه المخاطر الأمنية موجودة؟#ام_خاطر_تبقي_امك_يا_اوباما.#بغدادي
",negative
"نجم برشلونة السابق ينقذ ميلان من شبح الاصابةالتفاصيل: http://t.co/7RNpdK8aw5 http://t.co/7RNpdK8aw5
",positive
"RT @slang: #ساعة_حوار#جاستا وأمريكا من يصنع الإرهاب؟http://t.co/7GSONnUIaX الشعلاند.سعود الشعلانأمريكا صانعة الإرهاب ونحن…
",negative
"RT @thernandez: سولا پرس:عن محاربة الله في #إيران.#التطرف_الديني #الارهاب #حقوق_الانسان #الشرق_الاوسط http://t.co/Nlog6wakGe http://t.co/Nlog6wakGe
",negative
"«أبل» تنتصر على «سامسونج» وتستعيد 120 مليون دولار http://t.co/gKl9wprOaf http://t.co/gKl9wprOaf
",positive
"يمكن أن تفيد الزيوت العطرية في تحسين المزاج وتهدئة الأعصاب والتخفيف من الاكتئاب، مثل الياسمين والورد والبابونج. #ريال_مدريد
",positive
"RT @juliemoore: ريال مدريد يطلق مشروعه لتحديث ملعب سانتياغو برنابيو بتمويل من امارة ابوظبيhttp://t.co/PyXUOc1rjA
",positive
"سولانج شقيقة بيونسيه تتصدر «بيلبورد» الأميركية http://t.co/8ymnl6jZud http://t.co/8ymnl6jZud
",positive
"@daniel38 تجربتي من الشراء من امازون البريطاني مقارنة بالامريكي اقل ب ٢٠ الى ٣٠٪لنفس السلع
",positive
"RT @michaelholmes: #نزار_السامرائي: مرتزقة #إيران القتلة في #سوريا و #العراق و #اليمن ليسوا أسرى حربhttp://t.co/GwozlFYn5k h…
",negative
"RT @debrablanchard: ترتيب مجموعة المنتخب :السعودية ١٠ نقاطاستراليا ٨ نقاطاليابان ٧ نقاطالامارات ٦ نقاطالعراق ٣ نقاطتايلند ٠ كم صعّب عدى لعيو…
",neutral
"RT @salasmary: وفعلها سعد رمضان وتحوّل إلى عريسٍ في ضيعته برجا@Saad_Ramadan http://t.co/5u3HLvqkpE http://t.co/5u3HLvqkpE
",positive
"لندن تحظر على وزارئها ارتداء ساعات أبل .. والسبب ؟! http://t.co/1ospIEh4Ld
",negative
"RT @maldonadorobert: ٢٩)#امريكا_ومحاربة_الارهاب،وعندما ارادت اعتقال(نوريغا)رئيس دولة،اعتقلة بقوات كوماندوز من وسط جيش، فهل يحتاج البغدادي هذه…
",negative
"RT @jerryschneider: مفكر كويتي: موقف #مصر من التصويت لـ #روسيا يخدم #إيران و #إسرائيلhttp://t.co/3gibruHDAO ⁧#مصر_تصوت_لصالح_المش…
",negative
"* لغات وترجمه * تنكر بيل - بيتر بان * ديمي لافاتو *هاري بوتر * موهبه كتابيه خلابه ✨ http://t.co/ZxEdH87naj
",positive
"#Google #Apple #Samsung “#غوغل” تتحدّى “#أبل” و “#سامسونغ” http://t.co/klC4uyNoxc
",positive
"RT @katherine78: حقيقة لم يعجبني  #مصر_تصوت_لصالح_المشروع_الروسي ولكن أين مدعين الغيرة والشرف والعروبة والدين من موقف #مرسي بالامس و #بوتين…
",negative
"RT @spencerbrandon: أوباما:نعمل على إرسال بشر في غضون 15 عاماً إلى المريخ. #السعوديه #صحيفة_فجر http://t.co/uh4T16dJyz
",positive
"الى كل مشجعي المايسترو روجير فيدرر في شتى بقاع الأرض الي ما صوته إلى الآن رجاءً يصوت له على الرابط في التغريدة السابقة و شكراً ❤️
",positive
"RT @zporter: شاهد مراحل حياة الشحنات من موقع أمازون قبل وصولها إليك.#شي_مرتب 👍 http://t.co/e8D9gZNjEU
",positive
"@julie60 ابي ايفون امنيه من امنياتي امسك جوال حلو
",positive
"RT @byrdkayla: شعب يحب التجديد، منح فرصة للسود (أوباما) والآن النساء (هيلاري كلنتون) http://t.co/iZkJ9UWAEe
",positive
"#غوغل تضع اللمسات الأخير لمتصفح #كروم_55 لتقليل استهلاك الذاكرة بـ50% -  http://t.co/o6delx3kiZ http://t.co/o6delx3kiZ
",positive
"RT @kimberlypacheco: مدرسة أمريكية بمصر تُدرِّس ""انتصار إسرائيل بحرب أكتوبر"" بمناهجها..ووزارة التعليم تحققhttp://t.co/zwXhlMcYN2 http://t.co/zwXhlMcYN2
",negative
"بكره بروفه عن الدوام في رمضان🤓😂
",positive
"@michele11 @michele11 يادلخ منتخب الارجنتين اللي يلعب فيه ميسي بيلعب في كأس العالم 2018 بروسيا واذا تقابلت السعوديه مع الارجنتين ياحمار المولد ب
",negative
"RT @joannadams: الجيش اليمني يحرر منفذاً حدودياً مع السعودية تابعاً لصعدةhttp://t.co/RL5vBI7SbT
",positive
"أحد يصفقني ويخليني انقلع أذاكر لأن باقي ٣ صفحات ما خلصتها بليز أقروها بلحن لوڤ مي حق جستن بيبر
",neutral
"أزمة دبلوماسية حادة بين موسكو وباريس بسبب ""سورية""http://t.co/pGQ1AM5c30 http://t.co/pGQ1AM5c30
",negative
"RT @whale: المفتن الحسون يستلم درع مليشيا أبو الفضل العباس من أوس الخفاجي مختزلاً مايحدث في سوريا بقوله "" مازالت هند بنت عتبة آك…
",negative
"RT @tmoore: عطوها وسام بوكيمون http://t.co/o9JUrTV6iQ
",neutral
"نجم روما: ”ميسي خامس أخطر مهاجم واجهته”، فمن هم الأربعة الآخرون؟؟ رابط الخبر : http://t.co/BUFbDfzVkx
",neutral
"RT @david06: #السعوديه_الاماراتميسي:ماذا فعلت بهم ياصديقي فهد ؟!فهدلميسي: من متى المعرفه 😂😂😂😂😂😂#عودة_بطل #فهد_المولد#منتخبنا_اولا #مع…
",positive
"ليته هاري بوتر بس الي يحتريني تحت كل شي من المسلسلات والافلام والانميات يحتريني تحت 😭 http://t.co/oVH5QIUydr
",neutral
"15 دقيقة لشحن هاتف غوغل الجديد ومميزات أخرى... #تكنولوجيا - #اخبار #معلومات http://t.co/PJXTCIFakb
",positive
"أوباما يشارك في بدفن بيريس بسرائيل: حريتي نيوز / متابعة وصل الرئيس الأمريكي باراك أوباما وزعماء آخرون إلى إسر... http://t.co/anQ9y1AcdK
",neutral
"شاهد دقة الـ 4K  مع كاميرا هاتف غوغل بيكسلhttp://t.co/1GEeD0Wnlz
",positive
"#فيدرر:"" حماسي وحبي للعبة يقوى أكثر وأكثر وأتطلع للمشاركة في بطولة استراليا المفتوحة"" http://t.co/vLK0EOS8QM
",positive
"@andersonjessica @andersonjessica  مفروض نعوّد الناس تبدأ تتصرف بإحترام بدون ما يكون وراها هيئة، عيب إن حنا بلد الإسلام وما نعرف نضبط نفسنا
",negative
"النوم لا يجافيني . جميع افكار وتخيلات "" هاري بوتر "" تقبع الآن في دماغي !!
",positive
"أوباما وميركل ينددان بـ""الغارات الوحشية"" على حلب: دان الرئيس الأميركي باراك أوباما والمستشارة الألمانية أنجيل... http://t.co/DWadYZAmfU
",negative
"RT @ingrambarbara: أبل ردا على الخرينج : بدأنا إجراءات التخطيط والتصميم لجنوب عبدالله المبارك تمهيدا للتوزيع http://t.co/y6JZ7VLeCG
",positive
"RT @alexandrafranklin: مصر تشيّد جدارا أسمنتيا لتأمين حدود إسرائيل وتشديد حصار غزة    http://t.co/Cciu7oxebH via @alexandrafranklin : هذا السفاح م…
",neutral
"RT @christina18: صرخات ألم ودم وما من مجيب ..من مدينة المجازر #حلب اليوم#Aleppo #Syria #PutinAssadCrimes #ObamaComplicity http://t.co/nNov8sj6tc
",negative
"ميركل : بشار الأسد هو المسؤول الأول عن وقف إطلاق النار في سوريا - http://t.co/6AMrpGzEvU http://t.co/6AMrpGzEvU
",negative
"RT @andersonholly: قال رسول الله صلى الله عليه وسلم: تحروا ليلة القدر في الوتر من العشر الأواخر من رمضان    - صحيح البخاري ﷺ #ﷺ
",positive
"RT @weberkendra: غوميز : ما يفعله ميسي في المباريات يفعله في التدريبات بشكل طبيعي للغاية ، نحن شيئاً فشيئاً في الفريق تعودنا على ما يقوم به
",positive
"مستحيل تتغير قناعتيان #ميسي اسطورة بس م راح يوصل ل #كريستيانو ابدا #كريستيانو الافضل على الاطلاق
",positive
"كاتب: خليفة أوباما سيرث عالما أكثر اضطرابا: قال كاتب بصحيفة واشنطن تايمز إن خليفة الرئيس الأميركي باراك أوبام... http://t.co/FdRfKku5l6
",negative
"@floydpaul @floydpaul جراند اداء فيدرر ف امريكا 2007 واستراليا 2007 و2010 كان خرافى استراليا 2010 فاينال موارى يدرس لغاية دلوقتى
",positive
"ضبط 6 أشخاص ينتحلون صفة ضباط بجهاز الإرهاب القومى http://t.co/nxRDyb6q3B
",negative
"#بوكيمون جو يحصل على تحديثات جديدة لجذب المستخدمين اكثر#PokemonGO #تطبيقاتhttp://t.co/RG7LoWxCyw
",positive
"RT @joselee: #ميسي قليل أدب المدربين يحطون خطين دفاع وهو يضربهم بتمريره وحده ،، http://t.co/p6hADnH3Xm
",positive
"فيروس الفيفا يضرب لاعب جديد من برشلونة - كورابيا http://t.co/V5ug6m9KqH #برشلونة
",negative
"@johnescobar @johnescobar انا قلت الخليج قطر والكويت ما فيها؟ و السعودية كمان فيها يا جاهلة يلا على النكاح ولك!!! يلا طوبزي ينكحك أوباما!!
",negative
"#معلومة_بسيطة#التحميل من #جوجل بلاي بسهولةمعظمنا يعاني من مشكلة الحظر الذي تفرضه غوغل على بعض المزودات السورية... http://t.co/neWPBX8Tr3
",neutral
"اللهم أنت السلام ومنك السلام تباركت يا ذا الجلال والإكرام #ريال_مدريد
",positive
"@martinezcindy لو كنت مكانك معالي الفريقساقترح على شيوخ الخليجارسال شاب خليجي(حليوه) ليتزوج جيلسي بنت هيلاري كلنتونمافيش حداحسن من حد
",neutral
"@jenniferclark ششششوفيني ي ملاكك تكفين بس ايفون ٧ بس
",positive
"ملاك قلبي تكفين ياعمري تكفين والله ماعمري  ابي ايفون 7
",positive
"@margaret02 اردوغان بنى تركيا اقتصاديا وسياسيا و سياحيا وامنيا اما العبادي دمرها طائفيا وعداء لجيرانه العرب وقتلا باهله فرق بين الاثنين.
",negative
"RT @tamara49: #مايكروسوفت تطلق نسخة معاينة جديدة من نظام #ويندوز 10#الاخبار_التقنيةhttp://t.co/2bQogUXpIh http://t.co/2bQogUXpIh
",positive
"@brucevelez @brucevelez معاذ .. اخوي تعامل مع مناوله ويمدحه ياخذون 20 ريال على الطلبيه ويتعاملون مع امازون فقط .. يمكن ينفع لك
",positive
"لعل أكثر المتابعين للشأن السوري لايعرف أن أسباب الخلاف الجاري بين الإسلاميين في سوريا هو شخص الرئيس التركي "" رجب... http://t.co/PsbJoNr9d5
",negative
"RT @susanmyers: الي يقول الارجنتين بدون ميسي تستطيع الفوز و منتخب يملك نجوم  و لاعبين كبار؟ معقوله مباراتين ، و جميعها مستوى اسوء من السيئ ، اين…
",negative
"Nexus 9 LTE يحصل على تحديث #أندرويد نوجا 7.0 http://t.co/Hm4xCjvQLk http://t.co/Hm4xCjvQLk
",positive
"@robinsonkristin  في رئيس كان منتخب من الشعب قال لبيك يا سوريا انقلب عليه السيسي بمساعدتكم فلوسكم قتلت ناس كتير واعتقلت أكتر انتظروا عقاب الله
",negative
"RT @vangjose: فيدرر × نادال ،، ويمبلدون 2008 #افضل_مباراة_تنس_شاهدتها
",positive
"RT @welchderek: #المرصد_الايراني#اقتصاد | تهديدات البطالة في إيران مستمرة دون توقف""ترجمة خاصة""http://t.co/UwMO01SrVp
",negative
"“بيونسيه” وابنتها بأناقة “غوتشي” “ولوران”: حقائب “غوتشي” Gucci تفضلها المشاهير من الكبار والصغار على حد سواء،... http://t.co/PwyHqzUka4
",positive
"روسيا تستأنف غاراتها المكثفة على حلب: الطائرات الروسية تستأنف غاراتها الجوية على مدينة حلب فيما وصف بأنه ""أعن... http://t.co/yW8SXChTgv
",negative
"@edward43 جنها جستن بيبر
",positive
"اخيراً اقتنعت بالمغني الأمريكي جستن بيبر بعد ماسمعت أغنيته let me love u
",positive
"مصادر في ""#المستقبل"": #السعودية تبلّغَ #الحريري ما تريده مباشرةً وليس عبر تغريداتhttp://t.co/qOTGbrVmux
",negative
"#تويتسو_خبر | برنامج قياس سرعة الإنترنت أصبح متاح على نظام ويندوز 10http://t.co/rPcW65YXUF http://t.co/rPcW65YXUF
",positive
"RT @scottkyle: الحمدلله على نعمة الاسلام الصحيح❤️! #عاشوراء http://t.co/rGdQba2R1e
",positive
"استعادة جهات الاتصال المحذوفة بعد التحديث إلى ويندوز 10 http://t.co/KbFqDCwgoe
",neutral
"بص يا سيسي بما انك بتبيع في البلد ومش بنشوف منك حاجه انا عايز حقي ناشف 󾌴
",negative
"النجمة العالمية بيونسيه تتألق بمظهر كامل من روبيرتو كڤالي The star #byonce is glowing with a… http://t.co/0RiCwsNL4T
",positive
"RT @david62: فكّر... لعبة ألغاز عربية مسلية على أجهزة أندرويدhttp://t.co/ufanOgbEm6 http://t.co/ufanOgbEm6
",positive
"RT @fmcguire: سفاح القرن الـ20.. بشار الأسد قتل 300 ألف سوريا بشهادة الأمم المتحدة http://t.co/uf5qap6mjN http://t.co/uf5qap6mjN
",negative
"RT @khill: مِن اقـــوال الرسول:أفَضَل الشُهور بَعد رمَضان شَهرُ الله المُحرم وأفضَل الصَلاة بَعد الفَريضَه صَلاةٌ في جَوف الليل..
",positive
"RT @wwolf: بعام 2013 تم اختيار جونسو كاشهر فنان اجنبي بالصين عن طريق برنامجBTV المباشر للجوائز و كان جستن بيبر بالمركز الثاني. ht…
",positive
"RT @kpatterson: بين لندن ونيويورك.. السعودية تبدأ مفاوضات لبيع أول سندات على المستوى الدولي Via @kpatterson http://t.co/FmgCyZtik1
",positive
"دونالد ترامب اجتاح كلينتون وتفوق عليها وكشف فضائحها واعلن عن تأييده للجيش السوري في مكافحة الارهابيين الذين... http://t.co/8FfQT5yeci
",positive
"كتلة الجمهوريين  في مجلس الشيوخ  وعدو هيلاري كلنتون انهم سوف يتعاملون معها افضل من تعاملهم مع اوباما
",neutral
"RT @josephwilliams: لله درهكلام ماتع""لن نتخلى عن الإسلام لو تخل عنه العالم اجمعياأخي نحن لسنامضطرين أن نرضي خلق الله ونكفر ونجحدبالله http://t.co/lJ0L7U182t
",positive
"RT @currymax: حمل الأن اخر تحديث للاندرويد  | أندرويد 7.0 نوجا #أندرويد_نوجاhttp://t.co/72xIqb46kV http://t.co/72xIqb46kV
",positive
"نيويورك تايمز: على أوباما وقف دعمه للسعودية إذا لم توقف مذابحها في  #اليمن و... http://t.co/jxpQT1tgHl #اليمن #اليمن_الان
",negative
"RT @zwillis: بشهر 12 كريستيانو يلعب في كاس العالم للانديه ضد ابطال القاراتميسي في مباراه ناريه ضد عقيل بلغيث ومحمد امان 🔥🔥اختلاف ط…
",neutral
"كيري من استلم الخارجيه لامريكا وهو قالب راس العبد الغبي اوباما ، وصار تعجيل اجتماع 5+1وكان كيري نشط مستعجل لفك الحصار عن طهران والتقرب اليها
",negative
"RT @revans: ما قام به اردوغان اليوم من جريمة اكرام بوتين وتطوير وتعزيز العلاقة معه، لا يقارن بذنب السيسي يوم امس بتصويت لا قيمة له.
",negative
"@joanna31 الله يسعدك ويوفقك ويحقق مرادك ابغا ايفون الله يخليك
",positive
"@vickikelly @vickikelly  ياسيدتي مستر غوغل لا يترجم كل شيء بدقة
",negative
"RT @deborah52: اردوغان وروسيا تطبيع  اتفاقيات وسمن على عسل ،، والاخوان اذ فجأءة،، وضوعوا كل انواع الاحذيه ف بؤهم ،، ولا جابوا سيرة سوريا ولا…
",negative
"إسرائيل تطلق اسم “شيمون بيريز” على مفاعلها النووي http://t.co/ke1XTbHB6d http://t.co/ke1XTbHB6d
",neutral
"RT @david49: ميسي يضيع بلنتي وينكبهم ويطير اللقب وماسكيرانو ينكبهم في مبارتين ثم البرشلوني يحطها في راس الضعيف هقواين💔
",negative
"LifeTahrir: #لايف | منها خاصية طال انتظارها.. 8 مميزات حصرية في نظام تشغيل «#أندرويد نوجا»http://t.co/awmO8doIbz http://t.co/awmO8doIbz
",positive
"هل تصمتون عن الاٍرهاب الشيعي الموالي الايران هل تصمتون عن الجرايم الي تقوم بهاء الشيعة في العراق واليمن انهاء الفرس تقوم بقتلنا بدعم فارسي
",negative
"RT @mendozachristian: و لا الاهطل ده اللي طلع الساعة ٢ الصبح قالك هنعمل جيش إسلامي لمحاربة الارهاب !! اخبار التحالف الأهبل  ده و لا عافصة الحز…
",negative
"السعودية تعترض صاروخين للحوثيين وترسل تعزيزات http://t.co/EFdfiP95c6
",positive
"6 مميزات عظيمة يمتلكها #أندرويد ويفتقر إليها #آيفون .. ما هي؟http://t.co/2Hkxd6VRYN http://t.co/2Hkxd6VRYN
",positive
